product,title,rating,body
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
"Amazon.com: Customer reviews: 5304511738 LED Refrigerator Light Bulb for Frigidaire Crosley Ken more Refrigerator, 3.5W KEI D34L Refrigerator Bulb Replace PS12364857 AP6278388 (110V - 240V White Light) - 2 Pack",Straightforward,5.0,Great replacement bulbs.
